time_s,sensor_1,sensor_2
0.0,0.21378767386025935,-0.06183404690523222
0.000125,0.4400499805510959,0.10627343790561293
0.00025,0.49755940264397625,0.2055399012046958
0.000375,0.19903117384713928,0.07385052185141772
0.0005,0.30468714463937846,0.009739501379764122
0.000625,0.39455309495085406,-0.1442802101249088
0.00075,0.6290604836814786,-0.02538766887053661
0.000875,0.3180649999672711,-0.17304351370997706
0.001,0.051960165728773065,-0.11629030696782117
0.001125,0.15875564853764246,0.006501961379959537
0.00125,0.2869076386564815,0.04490990351592043
0.001375,0.562358957126643,0.4469094090184771
0.0015,0.21114414389275413,0.25533467823789235
0.001625,0.09961594159457955,0.1767547907079455
0.00175,-0.16844851946080716,0.040891907386800715
0.001875,-0.005461656163544721,0.38483754759736005
0.002,-0.17047781474273652,0.3024165717420246
0.002125,0.2348468609154374,0.2329757272349538
0.00225,0.2742528218186655,0.20631774608269704
0.002375,0.14753612241601907,0.0740328482840347
0.0025,-0.06770180231983129,0.15782065359370415
0.002625,0.11687022518480905,0.43913736818001886
0.00275,0.11621820941524855,0.4957959460602222
0.002875,0.17566075474509868,0.3531829293637381
0.003,0.04842138556771517,-0.07377441254209288
0.003125,0.009543973808594893,-0.01756407674031795
0.00325,-0.3742300068700154,0.06317935644651759
0.003375,-0.16918700417455657,0.2540042949973247
0.0035,0.3316224118367069,0.3169775646620428
0.003625,0.28754621484376136,0.12019585642884581
0.00375,0.23328389767170518,-0.008359473202083464
0.003875,0.2372324821533589,-0.09851318798432447
0.004,0.08119022173263642,-0.033185086956347025
0.004125,-0.178539290918306,-0.061480909948442866
0.00425,-0.24412985488035419,0.06775070076691893
0.004375,-0.010562889970943715,-0.025588155247259027
0.0045,-0.06489523521372259,-0.11724372430466616
0.004625,-0.09833751853979635,-0.2061969647469734
0.00475,0.3537366459660073,0.2102846890219879
0.004875,0.12749764626482157,0.21807114504529967
0.005,-0.20396548830786274,0.024958595953975163
0.005125,-0.44846287661918155,0.1863564239772447
0.00525,-0.6236620473744849,-0.08595085048198015
0.005375,-0.2372899173713932,-0.3687478851145491
0.0055,0.03640268045861249,-0.1446631848768085
0.005625,0.17613083364094967,-0.2054840805500546
0.00575,0.20752014511247416,-0.004991908810409103
0.005875,-0.30322131842291833,0.07699624189849903
0.006,-0.08886967633566605,0.2788937677864935
0.006125,0.27683386100750884,0.15968081652247268
0.00625,0.27241589285729645,-0.23362273976592074
0.006375,-0.23217444393814232,-0.4472113902377573
0.0065,-0.5571549393168513,-0.46958633845713105
0.006625,-0.5577172536428368,-0.04119328193763773
0.00675,-0.5003246209163132,0.18380113166436685
0.006875,-0.3923584831095459,0.4860720176448341
0.007,0.07847340716464314,0.019988197884747132
0.007125,0.09723403826070667,-0.2844706306540634
0.00725,0.1929535913195858,-0.022401151234871346
0.007375,-0.4371806914187696,0.3819394629507776
0.0075,-0.25273214363581525,0.2270720648866197
0.007625,-0.25250898269498445,-0.39729137462118175
0.00775,-0.11383667369545107,-0.3143137802919995
0.007875,-0.011173613346622958,-0.4933536148130564
0.008,0.09931540224890215,-0.3496638352899653
0.008125,-0.007773757078849071,-0.40615569706750954
0.00825,-0.05111387175791893,-0.035616708986941206
0.008375,0.06316445627135191,0.2918360582456762
0.0085,0.20831514138338533,-0.05661739173184935
0.008625,-0.03780010185778186,-0.2666319658300879
0.00875,0.0230913670973065,-0.4594085061719464
0.008875,0.2051270319360006,-0.15985157432688046
0.009,0.4760198904734566,-0.04936703254476037
0.009125,0.5500856828691446,-0.0020902314499612277
0.00925,0.35617388180065196,-0.05170829977187765
0.009375,0.11324140941282584,-0.04503889848964291
0.0095,-0.06713606041169064,0.0168759237593968
0.009625,0.13527465215969883,-0.06368328316021861
0.00975,0.04758758466314312,0.1503254113150975
0.009875,0.4501454420212311,-0.1488934047240108
0.01,0.12625742502438064,0.08209396037519051
0.010125,0.05219962650067914,-0.07498874313636973
0.01025,0.13396334736109086,0.32934719687697084
0.010375,0.6293198798370859,0.6811152956926084
0.0105,0.20313949255896363,0.24209470792552476
0.010625,0.050268604048982875,0.008169498584116867
0.01075,0.05927581558742434,-0.16586907404628873
