time_s,sensor_1,sensor_2
0.0,0.056381719579819294,0.07561944761849332
0.000125,0.31358539152080367,0.009992866492437951
0.00025,0.19520975361555815,-0.020574334422165122
0.000375,-0.06630304571927274,-0.021231887643348112
0.0005,-0.1270676816110927,-0.0097396339000989
0.000625,0.009992243531390495,0.012395945868990387
0.00075,0.11341226096340859,0.042735591832665294
0.000875,0.3840504723387044,-0.029026138772964966
0.001,0.27560767124158425,0.03045135536695218
0.001125,0.45383118424151603,-0.09510485718877752
0.00125,0.27834738702175416,0.06705216977249782
0.001375,-0.10509144468956029,0.16995417614540456
0.0015,-0.4058341853102814,0.08827497597436676
0.001625,-0.12322094851260383,-0.04361035413915205
0.00175,0.24540289056384645,-0.028313638742498176
0.001875,0.46030539903662787,0.08902734720957906
0.002,0.3924599371351237,0.14578297667658388
0.002125,0.043355290754037525,0.42350732627856014
0.00225,-0.19033421915502133,0.40279663713196245
0.002375,-0.07643464807539464,0.3934307799442307
0.0025,-0.1495199053886262,0.3090137765534577
0.002625,-0.08304747130372594,-0.030128307734400953
0.00275,0.1496132259218007,-0.35460677006700564
0.002875,0.356513928152179,-0.20265812564493949
0.003,0.27866378277153087,0.11013514721614504
0.003125,-0.05714210434835884,0.33145142717667636
0.00325,-0.32047601619892024,0.24193574445968555
0.003375,-0.06343258372986899,0.14651725053778147
0.0035,0.2843765131855855,0.023569741260539512
0.003625,0.27372316944178643,-0.2775836917557151
0.00375,0.12149817785040716,-0.11572676574059562
0.003875,-0.09569761756300928,-0.10488501841372738
0.004,0.04147493368930844,0.16147131540641724
0.004125,0.15586034941103188,0.4703558855837529
0.00425,-0.038207533910983485,0.18913986790030865
0.004375,-0.25018390973181265,0.014985593707609888
0.0045,0.062350610333491936,-0.30010032037504536
0.004625,0.14457822130903034,0.02617542436453936
0.00475,-0.12724444753999023,0.1407388216997865
0.004875,-0.3900919472850585,0.3438634056446661
0.005,-0.49574665165865817,0.19461846925974124
0.005125,-0.3046066632458885,0.049273277614618124
0.00525,-0.1008475726929373,0.08020165641814582
0.005375,0.0468662510968147,-0.0030339937802588424
0.0055,0.07667094590489028,-0.08528391126350959
0.005625,0.09209291791805774,-0.08599825753884206
0.00575,-0.0021263301680864524,0.09071556075556803
0.005875,-0.15335244803729436,0.13362065673816503
0.006,-0.23459183133176498,-0.0026441073059329237
0.006125,0.07791958177401709,-0.4153479898200205
0.00625,-0.07838593935170364,-0.4810367090102311
0.006375,-0.13300595195527012,-0.24307429859189233
0.0065,-0.2238718126335411,-0.182028986163378
0.006625,-0.4958247276843532,0.014916831646561175
0.00675,-0.1702332014914724,0.14904735328392613
0.006875,0.28119196466563895,-0.015164418485281628
0.007,0.2373142825239382,-0.03641770601266533
0.007125,-0.09416585840795419,0.03575598828730689
0.00725,-0.20857116840441028,-0.09913727339054185
0.007375,-0.23678778634573847,-0.12327843471451604
0.0075,-0.4133419248048718,0.09996308005255487
0.007625,-0.4219534153029644,0.04452128596402906
0.00775,-0.2847255688030799,-0.3576023895025964
0.007875,-0.02851094174985328,-0.5107620694520131
0.008,0.3121345614584769,-0.16948203867931314
0.008125,0.13675480131074372,0.10665027700955516
0.00825,-0.3591735894115953,0.361629840882607
0.008375,-0.3878812393186492,-0.004085634801489977
0.0085,-0.09510732008890385,-0.2969998327022552
0.008625,0.23163465429011035,-0.2673384893460566
0.00875,0.22813767671258164,-0.3347176155117396
0.008875,0.30181175889018236,-0.46429401617688454
0.009,0.33426786140407755,-0.3143228448223385
0.009125,0.27583321272970984,-0.0597685803062261
0.00925,-0.09613938307422329,0.3581259814150321
0.009375,-0.18645247552075558,0.21363566982153853
0.0095,0.0806733804231236,-0.129515533292432
0.009625,0.4831613612003562,-0.3395570385283087
0.00975,0.6856967465486443,-0.14066578169232782
0.009875,0.6194463181502331,0.19225600586695368
0.01,0.08110033764895584,0.2639695352880468
0.010125,-0.2081723533023366,0.4230343253047474
0.01025,-0.3273381929489437,0.37599557682795887
0.010375,-0.15973136066958957,0.48396799685785485
