time_s,sensor_1,sensor_2
0.0,0.12391384868562419,0.02412078127534849
0.000125,0.5375630200165147,-0.044259518868402445
0.00025,0.5143440365819493,0.030557120317811732
0.000375,0.25299603477672317,0.0004612658492037283
0.0005,0.172789521708708,0.01683994617005785
0.000625,0.17475945865594114,-0.028740488266544628
0.00075,0.4000742769358901,0.07013197154942205
0.000875,0.5739438802079558,0.4647129952167703
0.001,0.5845270831189354,0.4132874820024218
0.001125,0.005572590329175398,0.23016178723324
0.00125,-0.3138143598647005,0.15766490625199966
0.001375,0.2165598832603336,0.18191091020605357
0.0015,0.5583239847364451,0.2957609513504873
0.001625,0.32639199746398884,0.5865475037568553
0.00175,-0.001008355736730885,0.5272846402138212
0.001875,-0.050905453254528006,-0.00867352351450211
0.002,0.014418062648461608,-0.18565958317842154
0.002125,0.14892378139499757,0.28777027895141943
0.00225,0.4423276375110389,0.5518614230404075
0.002375,0.3645848209224574,0.19263675676200326
0.0025,-0.35657251711016275,-0.006359633744355958
0.002625,-0.6721920441808007,-0.10056900515841635
0.00275,-0.29487082247953,0.03052299902392243
0.002875,0.33895294986750074,0.13995777833244083
0.003,0.19571404019694652,0.4307140373804026
0.003125,-0.062469789487367866,0.3430677015849363
0.00325,-0.16344072590561393,-0.3080912647836555
0.003375,-0.09898978911609806,-0.6380928329951947
0.0035,-0.09680961226529075,-0.21379663995862816
0.003625,0.24616030743045578,0.339967833030792
0.00375,0.4099020692823524,0.1892449727924517
0.003875,-0.021665848285027305,-0.0978549430297546
0.004,-0.35436682576866685,-0.11023641675080127
0.004125,0.052416575215023055,-0.13127846145743743
0.00425,0.5216954337358711,-0.10926304608051504
0.004375,0.23446271029014842,0.18001775840224937
0.0045,-0.38960731433152396,0.34628871090999913
0.004625,-0.2904110878806785,-0.00532049593075955
0.00475,-0.042997001837557246,-0.3070638385222259
0.004875,-0.046240383190550544,0.008394349620597432
0.005,0.04871087025871467,0.41752551718676517
0.005125,0.10122460507554183,0.12242272634844659
0.00525,-0.20032808395963658,-0.37826025508732375
0.005375,-0.4642386025027935,-0.19105045619398506
0.0055,-0.14734543331433536,-0.013998072109569437
0.005625,0.3968608226843222,-0.06245278672283514
0.00575,0.24651585721855937,-0.0129760690134111
0.005875,-0.20848071960065878,0.10227025413168324
0.006,-0.17155106047196828,-0.1960235444403248
0.006125,0.08559130936861867,-0.4091025652908688
0.00625,0.06472816024834076,-0.10535211974530737
0.006375,-0.035583216734419124,0.35896271014623127
0.0065,0.18850796349253857,0.17781006485465345
0.006625,-0.06065875297968124,-0.2282177602264506
0.00675,-0.43545397366819366,-0.17011416460311976
0.006875,-0.22706551208031944,0.12369734753581908
0.007,0.4144018653481781,-0.035877567508828624
0.007125,0.3289889546814625,-0.018633166572838658
0.00725,-0.3243867965253329,0.10900598249891688
0.007375,-0.5467512413086282,-0.0495095902227836
0.0075,-0.33703670375140343,-0.42525790601600194
0.007625,-0.17659429967080661,-0.22020236897997858
0.00775,-0.0803663860330147,0.25441622153494375
0.007875,0.04804891138129215,0.2700178406599231
0.008,-0.19292208635081376,-0.2945163567716127
0.008125,-0.5434516829690561,-0.503958265170674
0.00825,-0.3398240352542028,-0.33559038458365864
0.008375,0.31935745423942374,-0.1656800283609434
0.0085,0.5103271283382228,-0.059353663752309244
0.008625,0.16399777605989693,0.01593614238204553
0.00875,-0.04292745032843612,-0.15792506407983412
0.008875,0.221762776187315,-0.47302173508391226
0.009,0.23163450001840297,-0.23535320031533916
0.009125,0.2101567417085887,0.2644460272041642
0.00925,0.12834490050446948,0.4626187773013396
0.009375,0.031516987419935305,0.17104018125565984
